Regiao;cod_uf;uf;codmun;nomemun;cod_microregiao;nome_microregiao;cod_mesoregiao;nome_mesoregiao;numero_unidades_locais;pessoal_ocupado_total;pessoal_ocupado_assalariado;salarios_e_outras_remuneracoes;salario_medio_mensal;numero_empresas_atuantes
Nordeste;23;CE;230010;Abaiara;23033;Brejo Santo;2307;Sul Cearense;90;737;656;3018;0.9;90
Nordeste;23;CE;230070;Alto Santo;23023;Baixo Jaguaribe;2305;Jaguaribe;212;1142;918;3836;0.8;211
Nordeste;23;CE;230110;Aracati;23022;Litoral de Aracati;2305;Jaguaribe;1210;8314;6984;69498;1.8;1180
Nordeste;23;CE;230170;Aurora;23031;Barro;2307;Sul Cearense;289;2118;1897;9058;0.9;284
Nordeste;23;CE;230180;Baixio;23028;Lavras da Mangabeira;2306;Centro-Sul Cearense;74;457;385;2178;1;72
Nordeste;23;CE;230190;Barbalha;23032;Cariri;2307;Sul Cearense;674;6524;5838;45552;1.6;661
Nordeste;23;CE;230200;Barro;23031;Barro;2307;Sul Cearense;131;1356;1243;8219;1.3;130
Nordeste;23;CE;230250;Brejo Santo;23033;Brejo Santo;2307;Sul Cearense;620;3171;2439;18269;1.3;603
Nordeste;23;CE;230320;Cariria˛u;23030;Cariria˛u;2307;Sul Cearense;264;1342;1134;9492;1.3;264
Nordeste;23;CE;230380;Cedro;23026;Iguatu;2306;Centro-Sul Cearense;401;1687;1247;9931;1.7;399
Nordeste;23;CE;230420;Crato;23032;Cariri;2307;Sul Cearense;2205;16507;14208;137302;1.9;2140
Nordeste;23;CE;230427;Erer€;23025;Serra do Pereiro;2305;Jaguaribe;39;609;576;3111;1;39
Nordeste;23;CE;230480;Granjeiro;23030;Cariria˛u;2307;Sul Cearense;45;195;174;1098;1.2;45
Nordeste;23;CE;230535;Icapu›;23022;Litoral de Aracati;2305;Jaguaribe;453;2312;1967;18211;1.8;453
Nordeste;23;CE;230540;Icæ;23026;Iguatu;2306;Centro-Sul Cearense;827;5074;4063;29195;1.5;809
Nordeste;23;CE;230570;Ipaumirim;23028;Lavras da Mangabeira;2306;Centro-Sul Cearense;204;870;673;4845;1.4;201
Nordeste;23;CE;230600;Iracema;23025;Serra do Pereiro;2305;Jaguaribe;270;1225;992;6916;1.3;267
Nordeste;23;CE;230620;Itai˛aba;23022;Litoral de Aracati;2305;Jaguaribe;78;493;420;3125;1.4;78
Nordeste;23;CE;230670;Jaguaretama;23024;M⁄dio Jaguaribe;2305;Jaguaribe;253;1268;1101;6785;1.3;252
Nordeste;23;CE;230680;Jaguaribara;23024;M⁄dio Jaguaribe;2305;Jaguaribe;147;754;611;4929;1.7;147
Nordeste;23;CE;230690;Jaguaribe;23024;M⁄dio Jaguaribe;2305;Jaguaribe;662;2602;1920;18141;1.7;654
Nordeste;23;CE;230700;Jaguaruana;23023;Baixo Jaguaribe;2305;Jaguaribe;344;3058;2708;22428;1.5;341
Nordeste;23;CE;230710;Jardim;23032;Cariri;2307;Sul Cearense;282;1755;1548;11266;1.4;282
Nordeste;23;CE;230720;Jati;23033;Brejo Santo;2307;Sul Cearense;110;687;603;2555;0.8;110
Nordeste;23;CE;230730;Juazeiro do Norte;23032;Cariri;2307;Sul Cearense;5360;35616;29988;250171;1.6;5215
Nordeste;23;CE;230750;Lavras da Mangabeira;23028;Lavras da Mangabeira;2306;Centro-Sul Cearense;369;1579;1310;12041;1.8;368
Nordeste;23;CE;230760;Limoeiro do Norte;23023;Baixo Jaguaribe;2305;Jaguaribe;1153;6140;4887;34574;1.3;1125
Nordeste;23;CE;230810;Mauriti;23031;Barro;2307;Sul Cearense;400;1862;1599;14291;1.4;397
Nordeste;23;CE;230830;Milagres;23033;Brejo Santo;2307;Sul Cearense;253;1726;1511;14218;1.6;251
Nordeste;23;CE;230840;Miss“o Velha;23032;Cariri;2307;Sul Cearense;330;2317;1992;20542;2.2;325
Nordeste;23;CE;230870;Morada Nova;23023;Baixo Jaguaribe;2305;Jaguaribe;676;5402;4710;43570;1.9;664
Nordeste;23;CE;231000;Palhano;23023;Baixo Jaguaribe;2305;Jaguaribe;49;598;559;3071;1.1;48
Nordeste;23;CE;231060;Penaforte;23033;Brejo Santo;2307;Sul Cearense;100;617;526;3337;1.2;100
Nordeste;23;CE;231080;Pereiro;23025;Serra do Pereiro;2305;Jaguaribe;184;956;794;6258;1.5;184
Nordeste;23;CE;231110;Porteiras;23032;Cariri;2307;Sul Cearense;179;1233;1121;6553;1.2;179
Nordeste;23;CE;231123;Potiretama;23025;Serra do Pereiro;2305;Jaguaribe;67;396;344;2085;1.2;66
Nordeste;23;CE;231150;Quixer⁄;23023;Baixo Jaguaribe;2305;Jaguaribe;204;4079;3894;24668;1.5;201
Nordeste;23;CE;231180;Russas;23023;Baixo Jaguaribe;2305;Jaguaribe;1028;12045;11097;78428;1.4;1010
Nordeste;23;CE;231250;S“o Jo“o do Jaguaribe;23023;Baixo Jaguaribe;2305;Jaguaribe;64;407;344;3922;1.8;64
Nordeste;23;CE;231310;Tabuleiro do Norte;23023;Baixo Jaguaribe;2305;Jaguaribe;305;2083;1769;14971;1.7;295
Nordeste;23;CE;231370;Umari;23028;Lavras da Mangabeira;2306;Centro-Sul Cearense;54;540;485;1105;0.4;54
Nordeste;23;CE;231400;Vﬂrzea Alegre;23027;Vﬂrzea Alegre;2306;Centro-Sul Cearense;592;2681;2163;11759;1;584
Nordeste;24;RN;240010;Acari;24012;Seridæ Oriental;2402;Central Potiguar;263;1091;899;7536;1.6;252
Nordeste;24;RN;240020;A˛u;24004;Vale do A˛u;2401;Oeste Potiguar;910;5431;4432;40655;1.7;887
Nordeste;24;RN;240030;Afonso Bezerra;24009;Angicos;2402;Central Potiguar;52;544;500;4492;1.7;52
Nordeste;24;RN;240040;#NOME?;24005;Serra de S“o Miguel;2401;Oeste Potiguar;36;221;202;1623;1.3;36
Nordeste;24;RN;240050;Alexandria;24006;Pau dos Ferros;2401;Oeste Potiguar;179;882;739;5225;1.3;179
Nordeste;24;RN;240060;Almino Afonso;24007;Umarizal;2401;Oeste Potiguar;82;246;176;1284;1.4;82
Nordeste;24;RN;240070;Alto do Rodrigues;24004;Vale do A˛u;2401;Oeste Potiguar;217;3820;3589;86656;4.5;217
Nordeste;24;RN;240080;Angicos;24009;Angicos;2402;Central Potiguar;264;1039;776;7061;1.7;264
Nordeste;24;RN;240090;Ant∂nio Martins;24007;Umarizal;2401;Oeste Potiguar;66;330;279;1643;1.1;66
Nordeste;24;RN;240100;Apodi;24002;Chapada do Apodi;2401;Oeste Potiguar;504;2239;1820;16014;1.7;493
Nordeste;24;RN;240110;Areia Branca;24001;Mossoræ;2401;Oeste Potiguar;347;4227;3835;41182;2.1;339
Nordeste;24;RN;240130;Augusto Severo;24003;M⁄dio Oeste;2401;Oeste Potiguar;122;494;435;3203;1.3;121
Nordeste;24;RN;240145;Bara∑na;24001;Mossoræ;2401;Oeste Potiguar;167;2562;2375;12749;1.2;165
Nordeste;24;RN;240165;Bodæ;24010;Serra de Santana;2402;Central Potiguar;12;281;274;2344;1.6;12
Nordeste;24;RN;240190;Cai˛ara do Rio do Vento;24009;Angicos;2402;Central Potiguar;20;326;312;2717;1.7;20
Nordeste;24;RN;240200;Caicæ;24011;Seridæ Ocidental;2402;Central Potiguar;1317;8934;7048;61725;1.6;1243
Nordeste;24;RN;240230;Cara∑bas;24002;Chapada do Apodi;2401;Oeste Potiguar;295;1108;899;8792;1.8;290
Nordeste;24;RN;240240;Carna∑ba dos Dantas;24012;Seridæ Oriental;2402;Central Potiguar;165;1228;1078;6230;1.1;165
Nordeste;24;RN;240250;Carnaubais;24004;Vale do A˛u;2401;Oeste Potiguar;68;1043;989;9316;1.4;63
Nordeste;24;RN;240290;Coronel Jo“o Pessoa;24005;Serra de S“o Miguel;2401;Oeste Potiguar;27;265;258;1839;1.3;27
Nordeste;24;RN;240300;Cruzeta;24012;Seridæ Oriental;2402;Central Potiguar;97;831;745;5183;1.4;95
Nordeste;24;RN;240310;Currais Novos;24012;Seridæ Oriental;2402;Central Potiguar;797;5031;4130;36076;1.6;755
Nordeste;24;RN;240320;Doutor Severiano;24005;Serra de S“o Miguel;2401;Oeste Potiguar;47;336;311;2900;1.8;47
Nordeste;24;RN;240330;Encanto;24005;Serra de S“o Miguel;2401;Oeste Potiguar;39;236;211;1669;1.5;39
Nordeste;24;RN;240340;Equador;24012;Seridæ Oriental;2402;Central Potiguar;135;637;532;4265;1.5;134
Nordeste;24;RN;240370;Felipe Guerra;24002;Chapada do Apodi;2401;Oeste Potiguar;59;302;268;2664;1.9;58
Nordeste;24;RN;240375;Fernando Pedroza;24009;Angicos;2402;Central Potiguar;34;227;200;1998;1.4;34
Nordeste;24;RN;240380;Flor‘nia;24010;Serra de Santana;2402;Central Potiguar;153;587;445;3107;1.4;153
Nordeste;24;RN;240390;Francisco Dantas;24006;Pau dos Ferros;2401;Oeste Potiguar;44;192;178;1089;1.1;44
Nordeste;24;RN;240400;Frutuoso Gomes;24007;Umarizal;2401;Oeste Potiguar;39;329;295;1700;1.1;39
Nordeste;24;RN;240430;Governador Dix-Sept Rosado;24002;Chapada do Apodi;2401;Oeste Potiguar;109;953;867;13612;3;107
Nordeste;24;RN;240440;Grossos;24001;Mossoræ;2401;Oeste Potiguar;96;841;730;7106;1.7;92
Nordeste;24;RN;240470;Ipangua˛u;24004;Vale do A˛u;2401;Oeste Potiguar;134;2306;2210;20073;1.4;130
Nordeste;24;RN;240480;Ipueira;24011;Seridæ Ocidental;2402;Central Potiguar;18;231;228;1747;1.5;18
Nordeste;24;RN;240485;Itajﬂ;24004;Vale do A˛u;2401;Oeste Potiguar;73;829;749;6470;1.3;73
Nordeste;24;RN;240490;Ita∑;24006;Pau dos Ferros;2401;Oeste Potiguar;64;391;356;2435;1.3;61
Nordeste;24;RN;240520;Jandu›s;24003;M⁄dio Oeste;2401;Oeste Potiguar;77;434;358;2844;1.6;77
Nordeste;24;RN;240550;Jardim de Angicos;24009;Angicos;2402;Central Potiguar;18;211;192;1677;1.5;17
Nordeste;24;RN;240560;Jardim de Piranhas;24011;Seridæ Ocidental;2402;Central Potiguar;236;1907;1575;10733;1.3;230
Nordeste;24;RN;240570;Jardim do Seridæ;24012;Seridæ Oriental;2402;Central Potiguar;328;1489;1075;9392;1.5;321
Nordeste;24;RN;240590;Jo“o Dias;24007;Umarizal;2401;Oeste Potiguar;18;173;157;869;1;18
Nordeste;24;RN;240600;Jos⁄ da Penha;24006;Pau dos Ferros;2401;Oeste Potiguar;66;331;289;1798;1.2;65
Nordeste;24;RN;240610;Jucurutu;24004;Vale do A˛u;2401;Oeste Potiguar;168;1478;1342;10863;1.6;157
Nordeste;24;RN;240650;Lagoa Nova;24010;Serra de Santana;2402;Central Potiguar;151;1359;1244;11104;1.7;150
Nordeste;24;RN;240670;Lajes;24009;Angicos;2402;Central Potiguar;155;783;628;5805;1.7;154
Nordeste;24;RN;240690;Lucr⁄cia;24007;Umarizal;2401;Oeste Potiguar;65;211;170;1638;1.4;65
Nordeste;24;RN;240700;Lu›s Gomes;24005;Serra de S“o Miguel;2401;Oeste Potiguar;88;461;388;3350;1.6;88
Nordeste;24;RN;240720;Macau;24008;Macau;2402;Central Potiguar;609;4020;3357;37310;2.1;593
Nordeste;24;RN;240725;Major Sales;24005;Serra de S“o Miguel;2401;Oeste Potiguar;24;149;134;1130;1.5;24
Nordeste;24;RN;240730;Marcelino Vieira;24006;Pau dos Ferros;2401;Oeste Potiguar;108;670;454;3442;1.5;108
Nordeste;24;RN;240740;Martins;24007;Umarizal;2401;Oeste Potiguar;173;609;479;3839;1.5;168
Nordeste;24;RN;240760;Messias Targino;24003;M⁄dio Oeste;2401;Oeste Potiguar;51;302;258;1807;1.3;47
Nordeste;24;RN;240800;Mossoræ;24001;Mossoræ;2401;Oeste Potiguar;4810;54887;49211;725305;2.8;4569
Nordeste;24;RN;240840;Olho-d'-gua do Borges;24007;Umarizal;2401;Oeste Potiguar;45;219;186;2217;1.4;45
Nordeste;24;RN;240850;Ouro Branco;24012;Seridæ Oriental;2402;Central Potiguar;96;557;395;3745;1.8;95
Nordeste;24;RN;240860;Paranﬂ;24006;Pau dos Ferros;2401;Oeste Potiguar;23;220;204;1314;1.2;23
Nordeste;24;RN;240870;Para∑;24003;M⁄dio Oeste;2401;Oeste Potiguar;29;343;316;2406;1.4;29
Nordeste;24;RN;240890;Parelhas;24012;Seridæ Oriental;2402;Central Potiguar;777;2960;2292;16293;1.4;756
Nordeste;24;RN;240930;Patu;24007;Umarizal;2401;Oeste Potiguar;164;662;518;4039;1.4;158
Nordeste;24;RN;240940;Pau dos Ferros;24006;Pau dos Ferros;2401;Oeste Potiguar;776;3034;2262;18193;1.6;754
Nordeste;24;RN;240960;Pedra Preta;24009;Angicos;2402;Central Potiguar;30;325;309;2027;1.6;30
Nordeste;24;RN;240970;Pedro Avelino;24009;Angicos;2402;Central Potiguar;63;278;199;3204;3;63
Nordeste;24;RN;240990;Pend€ncias;24004;Vale do A˛u;2401;Oeste Potiguar;127;1500;1355;12327;1.5;125
Nordeste;24;RN;241000;Pilßes;24006;Pau dos Ferros;2401;Oeste Potiguar;37;184;157;1160;1.4;36
Nordeste;24;RN;241020;Portalegre;24006;Pau dos Ferros;2401;Oeste Potiguar;72;402;362;3055;1.6;71
Nordeste;24;RN;241025;Porto do Mangue;24004;Vale do A˛u;2401;Oeste Potiguar;37;811;782;7557;1.8;37
Nordeste;24;RN;241050;Rafael Fernandes;24006;Pau dos Ferros;2401;Oeste Potiguar;49;156;131;1035;1.5;49
Nordeste;24;RN;241060;Rafael Godeiro;24007;Umarizal;2401;Oeste Potiguar;34;239;216;1463;1.3;33
Nordeste;24;RN;241070;Riacho da Cruz;24006;Pau dos Ferros;2401;Oeste Potiguar;29;200;183;1811;1.8;29
Nordeste;24;RN;241080;Riacho de Santana;24005;Serra de S“o Miguel;2401;Oeste Potiguar;27;260;250;1970;1.4;27
Nordeste;24;RN;241090;Riachuelo;24015;Agreste Potiguar;2403;Agreste Potiguar;42;401;369;2993;1.5;42
Nordeste;24;RN;241100;Rodolfo Fernandes;24006;Pau dos Ferros;2401;Oeste Potiguar;30;221;204;1451;1.3;30
Nordeste;24;RN;241105;Tibau;24001;Mossoræ;2401;Oeste Potiguar;59;510;393;2878;1.4;58
Nordeste;24;RN;241140;Santana do Matos;24010;Serra de Santana;2402;Central Potiguar;186;933;774;6383;1.5;181
Nordeste;24;RN;241142;Santana do Seridæ;24012;Seridæ Oriental;2402;Central Potiguar;62;302;271;2374;1.6;62
Nordeste;24;RN;241180;S“o Fernando;24011;Seridæ Ocidental;2402;Central Potiguar;33;402;291;1680;1.1;33
Nordeste;24;RN;241190;S“o Francisco do Oeste;24006;Pau dos Ferros;2401;Oeste Potiguar;44;356;328;1872;1.1;44
Nordeste;24;RN;241210;S“o Jo“o do Sabugi;24011;Seridæ Ocidental;2402;Central Potiguar;84;447;407;2311;1.2;81
Nordeste;24;RN;241240;S“o Jos⁄ do Seridæ;24012;Seridæ Oriental;2402;Central Potiguar;60;363;268;1625;1.2;59
Nordeste;24;RN;241250;S“o Miguel;24005;Serra de S“o Miguel;2401;Oeste Potiguar;238;1135;931;7879;1.6;235
Nordeste;24;RN;241280;S“o Rafael;24004;Vale do A˛u;2401;Oeste Potiguar;90;409;345;3107;1.6;90
Nordeste;24;RN;241300;S“o Vicente;24010;Serra de Santana;2402;Central Potiguar;72;492;431;2989;1.4;72
Nordeste;24;RN;241335;Serra do Mel;24001;Mossoræ;2401;Oeste Potiguar;38;997;970;7225;1.4;38
Nordeste;24;RN;241340;Serra Negra do Norte;24011;Seridæ Ocidental;2402;Central Potiguar;137;810;711;4257;1.1;133
Nordeste;24;RN;241355;Serrinha dos Pintos;24007;Umarizal;2401;Oeste Potiguar;66;294;248;1940;1.4;66
Nordeste;24;RN;241360;Severiano Melo;24006;Pau dos Ferros;2401;Oeste Potiguar;43;325;288;2379;1.5;42
Nordeste;24;RN;241380;Taboleiro Grande;24006;Pau dos Ferros;2401;Oeste Potiguar;23;233;220;1324;1.1;23
Nordeste;24;RN;241410;Tenente Ananias;24006;Pau dos Ferros;2401;Oeste Potiguar;102;348;264;1504;1.1;101
Nordeste;24;RN;241415;Tenente Laurentino Cruz;24010;Serra de Santana;2402;Central Potiguar;52;408;364;2374;1.3;51
Nordeste;24;RN;241430;Timba∑ba dos Batistas;24011;Seridæ Ocidental;2402;Central Potiguar;30;367;265;1453;1;30
Nordeste;24;RN;241445;Triunfo Potiguar;24003;M⁄dio Oeste;2401;Oeste Potiguar;48;314;273;1880;1.2;48
Nordeste;24;RN;241450;Umarizal;24007;Umarizal;2401;Oeste Potiguar;192;740;584;5072;1.7;188
Nordeste;24;RN;241460;Upanema;24003;M⁄dio Oeste;2401;Oeste Potiguar;70;825;676;6606;2;70
Nordeste;24;RN;241475;Venha-Ver;24005;Serra de S“o Miguel;2401;Oeste Potiguar;35;247;240;2019;1.3;35
Nordeste;24;RN;241490;Vi˛osa;24006;Pau dos Ferros;2401;Oeste Potiguar;18;157;147;1118;1.4;18
Nordeste;25;PB;250010;#NOME?;25007;Serra do Teixeira;2501;Sert“o Paraibano;86;469;407;3174;1.5;85
Nordeste;25;PB;250020;Aguiar;25005;Piancæ;2501;Sert“o Paraibano;59;428;372;2108;1.1;59
Nordeste;25;PB;250053;Alcantil;25011;Cariri Oriental;2502;Borborema;25;214;196;2788;1.5;24
Nordeste;25;PB;250070;S“o Jo“o do Rio do Peixe;25002;Cajazeiras;2501;Sert“o Paraibano;254;890;648;5321;1.5;251
Nordeste;25;PB;250073;Amparo;25010;Cariri Ocidental;2502;Borborema;29;211;195;1679;1.1;29
Nordeste;25;PB;250077;Aparecida;25003;Sousa;2501;Sert“o Paraibano;87;420;366;2796;1.5;87
Nordeste;25;PB;250115;Areia de Bara∑nas;25004;Patos;2501;Sert“o Paraibano;12;163;160;1172;1.4;12
Nordeste;25;PB;250130;Aroeiras;25019;Umbuzeiro;2503;Agreste Paraibano;145;934;801;7580;1.8;140
Nordeste;25;PB;250135;Assun˛“o;25010;Cariri Ocidental;2502;Borborema;32;246;223;1239;1;32
Nordeste;25;PB;250157;Barra de Santana;25011;Cariri Oriental;2502;Borborema;32;472;461;3312;1.5;32
Nordeste;25;PB;250170;Barra de S“o Miguel;25011;Cariri Oriental;2502;Borborema;23;96;76;552;1.4;23
Nordeste;25;PB;250200;Bel⁄m do Brejo do Cruz;25001;Catol⁄ do Rocha;2501;Sert“o Paraibano;64;371;323;2658;1.6;64
Nordeste;25;PB;250205;Bernardino Batista;25002;Cajazeiras;2501;Sert“o Paraibano;27;220;209;1689;1.5;27
Nordeste;25;PB;250210;Boa Ventura;25006;Itaporanga;2501;Sert“o Paraibano;40;370;345;2245;1.3;40
Nordeste;25;PB;250215;Boa Vista;25017;Campina Grande;2503;Agreste Paraibano;83;907;822;9001;2.1;83
Nordeste;25;PB;250220;Bom Jesus;25002;Cajazeiras;2501;Sert“o Paraibano;22;120;109;781;1.4;22
Nordeste;25;PB;250230;Bom Sucesso;25001;Catol⁄ do Rocha;2501;Sert“o Paraibano;91;343;280;2435;1.6;91
Nordeste;25;PB;250240;Bonito de Santa F⁄;25002;Cajazeiras;2501;Sert“o Paraibano;109;465;367;2285;1.2;108
Nordeste;25;PB;250250;Boqueir“o;25011;Cariri Oriental;2502;Borborema;271;885;652;5915;1.6;269
Nordeste;25;PB;250260;Igaracy;25005;Piancæ;2501;Sert“o Paraibano;70;489;455;3337;1.5;70
Nordeste;25;PB;250280;Brejo do Cruz;25001;Catol⁄ do Rocha;2501;Sert“o Paraibano;173;746;593;4705;1.6;170
Nordeste;25;PB;250290;Brejo dos Santos;25001;Catol⁄ do Rocha;2501;Sert“o Paraibano;101;459;358;2156;1.1;101
Nordeste;25;PB;250310;Cabaceiras;25011;Cariri Oriental;2502;Borborema;65;341;285;2373;1.4;65
Nordeste;25;PB;250330;Cachoeira dos -ndios;25002;Cajazeiras;2501;Sert“o Paraibano;57;437;387;2387;1.2;57
Nordeste;25;PB;250340;Cacimba de Areia;25004;Patos;2501;Sert“o Paraibano;20;171;162;911;1.1;20
Nordeste;25;PB;250355;Cacimbas;25007;Serra do Teixeira;2501;Sert“o Paraibano;42;389;370;3250;1.7;42
Nordeste;25;PB;250370;Cajazeiras;25002;Cajazeiras;2501;Sert“o Paraibano;1342;6567;5022;43704;1.7;1287
Nordeste;25;PB;250375;Cajazeirinhas;25003;Sousa;2501;Sert“o Paraibano;20;276;266;2152;1.6;20
Nordeste;25;PB;250390;Camala∑;25010;Cariri Ocidental;2502;Borborema;36;319;293;2313;1.5;36
Nordeste;25;PB;250400;Campina Grande;25017;Campina Grande;2503;Agreste Paraibano;7798;74513;64800;810599;2.4;7402
Nordeste;25;PB;250407;Cara∑bas;25011;Cariri Oriental;2502;Borborema;26;215;197;1954;1.8;26
Nordeste;25;PB;250410;Carrapateira;25002;Cajazeiras;2501;Sert“o Paraibano;25;172;160;889;1;25
Nordeste;25;PB;250420;Catingueira;25005;Piancæ;2501;Sert“o Paraibano;36;304;271;1747;1.2;36
Nordeste;25;PB;250430;Catol⁄ do Rocha;25001;Catol⁄ do Rocha;2501;Sert“o Paraibano;663;2982;2163;15788;1.4;647
Nordeste;25;PB;250435;Caturit⁄;25011;Cariri Oriental;2502;Borborema;34;336;312;2802;1.7;33
Nordeste;25;PB;250440;Concei˛“o;25006;Itaporanga;2501;Sert“o Paraibano;299;1052;833;5200;1.2;299
Nordeste;25;PB;250450;Condado;25003;Sousa;2501;Sert“o Paraibano;40;507;478;3979;1.6;40
Nordeste;25;PB;250470;Congo;25010;Cariri Ocidental;2502;Borborema;69;434;371;3046;1.6;69
Nordeste;25;PB;250480;Coremas;25005;Piancæ;2501;Sert“o Paraibano;301;683;428;3867;1.7;296
Nordeste;25;PB;250485;Coxixola;25010;Cariri Ocidental;2502;Borborema;16;118;108;1383;2.1;16
Nordeste;25;PB;250500;Cubati;25009;Seridæ Oriental Paraibano;2502;Borborema;81;602;514;3397;1.3;80
Nordeste;25;PB;250530;Curral Velho;25006;Itaporanga;2501;Sert“o Paraibano;17;140;127;847;1.3;17
Nordeste;25;PB;250540;Desterro;25007;Serra do Teixeira;2501;Sert“o Paraibano;94;509;438;3345;1.5;93
Nordeste;25;PB;250550;Vista Serrana;25003;Sousa;2501;Sert“o Paraibano;19;196;183;1322;1.4;19
Nordeste;25;PB;250560;Diamante;25006;Itaporanga;2501;Sert“o Paraibano;76;338;283;1937;1.3;76
Nordeste;25;PB;250590;Emas;25005;Piancæ;2501;Sert“o Paraibano;13;241;221;1524;1.3;13
Nordeste;25;PB;250610;Fagundes;25017;Campina Grande;2503;Agreste Paraibano;84;531;484;3898;1.5;84
Nordeste;25;PB;250620;Frei Martinho;25009;Seridæ Oriental Paraibano;2502;Borborema;23;214;202;1580;1.4;23
Nordeste;25;PB;250625;Gado Bravo;25019;Umbuzeiro;2503;Agreste Paraibano;33;338;319;2836;1.7;33
Nordeste;25;PB;250650;Gurj“o;25011;Cariri Oriental;2502;Borborema;49;306;260;1691;1.2;48
Nordeste;25;PB;250660;Ibiara;25006;Itaporanga;2501;Sert“o Paraibano;69;260;213;1381;1.2;69
Nordeste;25;PB;250670;Imaculada;25007;Serra do Teixeira;2501;Sert“o Paraibano;107;450;390;2547;1.2;107
Nordeste;25;PB;250680;Ingﬂ;25018;Itabaiana;2503;Agreste Paraibano;159;1014;866;7475;1.6;156
Nordeste;25;PB;250690;Itabaiana;25018;Itabaiana;2503;Agreste Paraibano;304;1916;1636;13008;1.5;303
Nordeste;25;PB;250700;Itaporanga;25006;Itaporanga;2501;Sert“o Paraibano;471;2044;1647;10469;1.2;466
Nordeste;25;PB;250720;Itatuba;25018;Itabaiana;2503;Agreste Paraibano;61;762;715;5296;1.4;61
Nordeste;25;PB;250740;Jericæ;25001;Catol⁄ do Rocha;2501;Sert“o Paraibano;79;431;375;2166;1.1;79
Nordeste;25;PB;250770;Juazeirinho;25009;Seridæ Oriental Paraibano;2502;Borborema;135;1004;866;4565;1;135
Nordeste;25;PB;250780;Junco do Seridæ;25008;Seridæ Ocidental Paraibano;2502;Borborema;102;519;445;2942;1.3;101
Nordeste;25;PB;250800;Juru;25007;Serra do Teixeira;2501;Sert“o Paraibano;85;562;490;3844;1.5;85
Nordeste;25;PB;250810;Lagoa;25001;Catol⁄ do Rocha;2501;Sert“o Paraibano;59;300;263;2132;1.2;59
Nordeste;25;PB;250840;Lastro;25003;Sousa;2501;Sert“o Paraibano;20;245;237;1692;1.3;20
Nordeste;25;PB;250850;Livramento;25010;Cariri Ocidental;2502;Borborema;28;44;22;239;2;28
Nordeste;25;PB;250870;M“e d'-gua;25004;Patos;2501;Sert“o Paraibano;43;255;236;2031;1.6;43
Nordeste;25;PB;250880;Malta;25003;Sousa;2501;Sert“o Paraibano;41;207;181;1466;1.6;41
Nordeste;25;PB;250900;Mana›ra;25007;Serra do Teixeira;2501;Sert“o Paraibano;65;568;522;4132;1.6;65
Nordeste;25;PB;250915;Marizæpolis;25003;Sousa;2501;Sert“o Paraibano;82;404;340;2285;1.3;82
Nordeste;25;PB;250920;Massaranduba;25017;Campina Grande;2503;Agreste Paraibano;78;579;518;2960;1.1;78
Nordeste;25;PB;250937;Mato Grosso;25001;Catol⁄ do Rocha;2501;Sert“o Paraibano;18;305;287;1992;1.3;18
Nordeste;25;PB;250939;Matur⁄ia;25007;Serra do Teixeira;2501;Sert“o Paraibano;62;286;264;1871;1.4;62
Nordeste;25;PB;250940;Mogeiro;25018;Itabaiana;2503;Agreste Paraibano;73;805;748;6043;1.5;72
Nordeste;25;PB;250960;Monte Horebe;25002;Cajazeiras;2501;Sert“o Paraibano;50;171;132;1018;1.2;50
Nordeste;25;PB;250970;Monteiro;25010;Cariri Ocidental;2502;Borborema;417;1967;1539;13261;1.6;413
Nordeste;25;PB;250990;Natuba;25019;Umbuzeiro;2503;Agreste Paraibano;51;478;440;3612;1.5;49
Nordeste;25;PB;251000;Nazarezinho;25003;Sousa;2501;Sert“o Paraibano;66;333;277;2890;1.4;66
Nordeste;25;PB;251020;Nova Olinda;25005;Piancæ;2501;Sert“o Paraibano;55;509;474;2591;1;55
Nordeste;25;PB;251030;Nova Palmeira;25009;Seridæ Oriental Paraibano;2502;Borborema;59;403;347;2352;1.3;58
Nordeste;25;PB;251040;Olho d'-gua;25005;Piancæ;2501;Sert“o Paraibano;39;347;319;1845;1.1;39
Nordeste;25;PB;251050;Olivedos;25012;Curimata∑ Ocidental;2503;Agreste Paraibano;37;318;188;2028;1.5;37
Nordeste;25;PB;251060;Ouro Velho;25010;Cariri Ocidental;2502;Borborema;29;299;276;1834;1.2;29
Nordeste;25;PB;251065;Parari;25010;Cariri Ocidental;2502;Borborema;33;211;206;1673;1.5;33
Nordeste;25;PB;251070;Passagem;25004;Patos;2501;Sert“o Paraibano;19;288;279;1584;1.1;19
Nordeste;25;PB;251080;Patos;25004;Patos;2501;Sert“o Paraibano;1825;10336;8409;76586;1.8;1778
Nordeste;25;PB;251090;Paulista;25003;Sousa;2501;Sert“o Paraibano;138;517;401;2835;1.4;134
Nordeste;25;PB;251100;Pedra Branca;25006;Itaporanga;2501;Sert“o Paraibano;75;247;195;1392;1.4;75
Nordeste;25;PB;251110;Pedra Lavrada;25009;Seridæ Oriental Paraibano;2502;Borborema;105;692;619;4356;1.3;105
Nordeste;25;PB;251130;Piancæ;25005;Piancæ;2501;Sert“o Paraibano;266;826;611;4086;1.3;266
Nordeste;25;PB;251140;Picu›;25009;Seridæ Oriental Paraibano;2502;Borborema;307;1368;1148;11269;1.9;305
