codmun;numero_unidades_locais;pessoal_ocupado_total;pessoal_ocupado_assalariado;salarios_e_outras_remuneracoes;salario_medio_mensal;numero_empresas_atuantes
251430;35;146;121;1016;1.6;35
251440;30;284;264;2439;1.5;30
251445;17;304;278;1886;1.3;17
251450;227;981;774;4693;1.2;224
251455;5;152;151;813;1;5
251460;28;152;133;686;1;28
251465;6;146;143;1101;1.4;6
251470;67;351;315;2545;1.5;67
251480;20;188;177;1117;1.1;20
251490;170;697;567;4412;1.5;168
251500;45;337;317;2441;1.4;45
251510;80;633;559;4497;1.5;79
251520;34;131;106;597;1.1;34
251530;486;4629;4122;28908;1.4;478
251540;42;413;352;2894;1.5;42
251550;201;827;678;5064;1.5;199
251560;28;300;290;1863;1.3;28
251570;18;192;179;1028;1.1;18
251580;80;566;505;3831;1.4;80
251590;29;344;313;2458;1.5;29
251593;35;366;342;2305;1.3;35
251597;42;365;345;2396;1.3;42
251600;320;1810;1485;11955;1.5;316
251610;262;1537;867;6276;1.4;260
251615;23;251;240;1423;1.2;23
251620;1378;7821;6230;54812;1.7;1338
251630;374;1060;725;6790;1.7;372
251640;49;457;419;3045;1.3;48
251650;154;597;475;4114;1.6;152
251660;163;814;697;5450;1.9;163
251670;178;862;729;5941;1.6;178
251675;25;322;287;2063;1.3;25
251680;110;361;292;2360;1.2;109
251690;232;1020;811;5449;1.2;231
251700;93;519;436;2880;1.2;92
251710;51;339;311;2231;1.4;51
251720;33;335;326;2336;1.4;33
251740;31;117;94;940;1.2;31
260005;823;8580;7666;95885;2.1;806
260010;597;3235;2626;20502;1.5;580
260020;224;964;752;8058;1.5;222
260030;187;1377;1209;8667;1.4;183
260040;135;1256;1141;10002;1.8;132
260050;255;1750;1562;12131;1.5;247
260060;107;553;483;4604;1.6;107
260070;380;958;575;5048;1.7;378
260080;150;1158;1047;9001;1.6;147
260090;172;1585;1422;9793;1.4;171
260100;56;539;497;6421;2.3;55
260105;89;279;195;1611;1.6;89
260110;1227;6354;5159;41675;1.6;1190
260120;1431;7536;6025;49374;1.6;1385
260130;84;4338;4250;13298;0.6;84
260140;518;4398;3847;29438;1.6;506
260150;71;487;431;4513;1.5;71
260160;258;2588;1746;13449;1.6;248
260170;935;8225;7342;79291;1.9;912
260180;53;259;196;1388;1.3;53
260190;605;16399;15836;158526;1.8;594
260200;244;1449;1165;14825;1.5;239
260210;290;2197;1941;17269;1.8;282
260220;416;2271;1890;14662;1.5;413
260230;413;2999;2620;19108;1.5;408
260240;75;1025;988;8050;1.5;75
260250;39;278;244;1959;1.5;39
260260;196;2637;2476;21034;1.7;189
260270;86;593;512;3588;1.2;84
260280;342;2607;2280;26176;2.4;334
260290;2163;30467;28097;338294;2.4;2100
260300;496;1885;1360;11256;1.5;474
260310;175;1151;986;7742;1.5;171
260320;191;860;680;4750;1.3;190
260330;78;498;453;3820;1.7;78
260340;67;258;231;1597;1.3;67
260345;1301;8586;7089;85780;1.9;1261
260350;139;801;691;4968;1.4;136
260360;55;5349;5286;40003;1.4;55
260370;149;1164;1049;8143;1.5;145
260380;171;818;646;5580;1.5;170
260390;143;684;607;7414;1.7;142
260392;21;555;544;3318;1.2;21
260400;1149;7788;6365;60547;1.8;1122
260410;6875;57254;49295;440329;1.7;6402
260415;23;659;639;5104;1.5;23
260420;395;2486;2156;22293;2;385
260430;142;510;418;4166;1.4;141
260440;41;437;399;3222;1.6;40
260450;187;1893;1678;15705;1.9;184
260460;194;1118;936;10105;1.6;192
260470;94;957;870;7851;1.7;94
260480;52;5317;5269;31282;1.1;51
260490;92;860;763;5974;1.5;91
260500;271;1317;1062;8658;1.4;265
260510;330;2177;1854;16145;1.7;325
260515;175;1147;1021;9401;1.7;174
260520;571;5695;5153;50904;1.9;554
260530;370;1828;1495;11141;1.5;361
260540;173;962;751;5643;1.5;170
260545;198;1290;1001;10740;2;193
260550;109;919;810;6158;1.5;107
260560;148;1396;1274;7911;1.2;145
260570;174;2631;2469;20384;1.7;169
260580;75;539;487;3429;1.4;74
260590;137;1131;1040;7255;1.4;132
260600;2409;15919;13445;131884;1.9;2269
260610;127;1234;1112;9965;1.7;127
260620;991;11261;10168;98918;2.1;960
260630;59;77;50;565;1.8;58
260640;1552;8454;6694;58722;1.7;1516
260650;117;590;512;3727;1.4;113
260660;231;1809;1565;11587;1.5;228
260670;36;444;424;3501;1.5;36
260680;967;17573;16478;185029;2.1;940
260690;65;429;382;4681;1.5;64
260700;104;714;595;5206;1.6;101
260710;38;236;226;1627;1.3;38
260720;1317;23871;22452;333800;3;1264
260730;259;2317;2054;11913;1.2;255
260740;44;580;372;2627;1.3;44
260750;91;1020;917;8771;1.8;91
260760;196;1343;1128;10160;1.6;185
260765;359;2571;2233;16519;1.4;353
260770;132;643;556;3225;1.1;132
260775;166;3375;3201;64810;3.8;163
260780;96;919;816;9805;2.3;94
260790;7174;91219;82464;961887;2.2;6952
260795;80;742;667;6071;1.4;80
260800;103;732;641;4113;1.2;103
260805;170;1180;1013;12793;2.4;165
260810;304;1974;1698;9945;1.4;296
260820;77;4980;4908;39286;1.7;76
260825;42;442;405;3956;2;42
260830;103;741;654;4425;1.4;99
260840;90;761;692;6973;1.6;90
260845;98;1022;920;6945;1.5;98
260850;162;6349;6187;58915;1.8;161
260860;63;601;555;4356;1.5;63
260870;82;662;597;5641;1.7;82
260875;200;2466;2278;128346;9.9;196
260880;531;3191;2673;19127;1.4;517
260890;1097;5650;4379;36046;1.6;1060
260900;201;1374;1164;10561;1.7;194
260910;79;708;632;4813;1.4;79
260915;61;432;400;3377;1.6;61
260920;86;2521;2432;16664;1.4;86
260930;89;580;506;3362;1.3;85
260940;557;5687;5085;45938;1.7;547
260950;359;3021;2627;24609;1.7;355
260960;5652;72029;64459;633695;1.9;5492
260970;235;1364;1197;8717;1.4;235
260980;103;689;594;4978;1.6;103
260990;592;3057;2489;21590;1.7;570
261000;869;7813;6886;53283;1.6;840
261010;60;499;449;3427;1.4;60
261020;104;1299;1198;8939;1.3;104
261030;68;511;469;2439;1;66
261040;162;1404;975;7233;1.5;159
261050;221;1220;945;8520;1.7;218
261060;335;3291;2895;19746;1.3;330
261070;3154;28617;24835;257207;2;3083
261080;140;797;692;4958;1.4;140
261090;891;4440;3662;30010;1.5;819
261100;324;2709;2343;22325;1.8;318
261110;4915;45869;40271;508167;2.3;4708
261120;86;895;824;5874;1.4;85
261130;200;1453;1268;11812;1.6;200
261140;84;872;784;18419;4.9;84
261150;182;1222;1052;8874;1.7;180
261153;53;300;281;2997;1.6;52
261160;39994;630477;575953;10276231;3.5;37482
261170;171;1354;1197;9368;1.6;168
261180;439;3282;2847;23183;1.6;427
261190;136;7249;7137;55278;1.4;133
261200;71;955;843;5995;1.4;71
261210;25;336;314;3011;1.6;25
261220;882;5793;4885;41425;1.6;845
261230;86;404;345;3903;1.5;83
261240;144;1201;1060;9664;1.6;143
261245;92;786;693;5053;1.4;92
261247;114;601;508;3620;1.4;111
261250;1973;10008;7914;51578;1.3;1823
261255;69;327;290;4692;1.7;68
261260;274;1912;1682;19501;2;266
261270;84;559;475;2626;1.1;84
261280;136;636;534;4206;1.5;133
261290;46;642;604;4511;1.5;46
261300;324;2357;2080;17191;1.6;313
261310;219;1994;1805;14175;1.5;210
261320;128;955;836;8562;2;128
261330;86;1006;939;9811;2;86
261340;164;1082;927;6740;1.4;160
261350;312;2120;1735;12657;1.4;305
261360;393;2765;2436;20951;1.5;382
261370;738;7086;6174;53096;1.6;724
261380;76;952;856;6288;1.4;74
261390;1511;8453;6838;61930;1.6;1456
261400;117;717;620;3338;1;116
261410;417;1942;1572;13943;1.8;410
261420;163;6836;6679;47763;1.3;161
261430;120;629;559;4475;1.3;117
261440;34;256;206;1646;1.5;34
261450;905;5155;4217;30997;1.4;871
261460;278;1343;1029;9604;1.6;274
261470;48;1064;1024;7250;1.4;45
261480;149;1037;891;7260;1.6;146
261485;232;4035;3810;24808;1.2;228
261500;240;1620;1395;9976;1.4;234
261510;40;231;202;1540;1.4;40
261520;76;363;288;2028;1.3;76
261530;934;12090;10969;77976;1.4;894
261540;1205;5020;3908;24316;1.2;1121
261550;55;469;425;3181;1.3;54
261560;351;2407;2013;13807;1.4;345
261570;221;982;836;7205;1.7;214
261580;116;1104;1025;9824;1.8;116
261590;117;600;526;4549;1.7;115
261600;150;1091;877;6195;1.3;149
261610;65;508;460;3395;1.4;65
261618;56;509;474;4084;1.6;56
261620;205;1062;852;5674;1.3;203
261630;197;4842;4625;32323;1.3;195
261640;1492;17266;15443;123219;1.5;1453
261650;57;653;610;4629;1.4;56
270010;102;930;836;6635;1.5;102
270020;150;1106;963;6076;1.2;150
270030;3305;25836;22026;190449;1.7;3195
270040;197;5996;5805;28818;0.9;197
270050;64;729;662;6352;1.8;64
270060;96;780;656;5393;1.6;95
270070;140;1152;1020;6417;1.2;140
270080;29;443;410;2629;1.2;29
270090;25;295;282;2428;1.6;25
270100;207;5366;5124;46672;1.7;206
270110;55;644;598;4780;1.5;55
270120;100;558;472;3660;1.5;98
270130;181;3270;3091;22619;1.4;176
270135;48;369;327;2095;1.2;48
270140;184;5018;4842;31328;1.2;180
270150;60;502;463;3820;1.5;60
270160;125;483;412;3188;1.5;125
270170;169;1272;1119;11048;1.8;166
270180;34;403;378;2789;1.4;34
270190;35;406;384;3533;1.8;35
270200;65;525;485;3972;1.6;65
270210;151;5523;5373;33234;1.2;148
270220;22;304;294;2187;1.4;21
270230;580;17071;16473;123476;1.4;568
270235;106;1038;944;9244;1.8;103
270240;660;3985;3341;34948;2;637
270250;105;637;566;4846;1.6;103
270255;88;539;476;3635;1.4;88
270260;109;816;745;6491;1.7;109
270270;36;437;408;3093;1.5;36
270280;48;558;514;2739;1;48
270290;176;1478;1343;9646;1.4;176
270300;94;828;748;5593;1.4;92
270310;185;1008;915;7988;1.7;185
270320;131;3707;3600;32020;1.7;131
270330;98;545;478;2995;1.2;93
270340;32;293;270;2061;1.4;31
270350;34;462;445;3128;1.3;34
270360;64;599;537;3842;1.4;64
270370;24;406;392;3550;1.7;24
270375;57;4889;4827;39402;1.5;56
270380;159;1055;906;7654;1.5;157
270390;24;420;401;3239;1.5;24
270400;176;1551;1369;10023;1.5;173
270410;60;904;859;8203;1.8;59
270420;59;1147;1081;7875;1.4;59
270430;15953;228044;208512;3359806;3.1;15108
270440;115;829;718;3937;1;114
270450;261;2761;2447;21467;1.7;259
270460;73;486;420;3762;1.7;73
270470;506;7665;7100;80560;2.2;504
270480;118;774;654;5784;1.6;116
270490;23;365;350;2122;1.1;23
270500;127;239;167;1969;2.3;119
270510;171;3764;3599;23385;1.2;171
270520;97;939;859;8257;1.8;97
270530;44;391;351;2257;1.2;44
270540;32;298;272;1562;1.1;32
270550;201;1902;1699;12609;1.4;198
270560;91;705;609;3904;1.3;91
270570;258;1599;1312;13153;2;254
270580;38;542;502;3615;1.4;37
270590;16;243;228;1455;1.3;16
270600;56;610;566;4850;1.7;56
270610;133;583;471;3205;1.3;131
270620;23;309;294;1856;1.2;23
270630;1047;5807;4672;41794;1.7;1023
270640;191;1093;913;6342;1.3;191
270642;50;464;422;3201;1.5;50
270644;104;931;807;5329;1.4;104
270650;74;776;703;4130;1.1;74
270660;56;469;440;2492;1.1;56
270670;828;8059;7128;62008;1.6;805
270680;146;785;646;5631;1.6;145
270690;303;3297;2987;56912;3.7;298
270700;13;323;315;3282;2;13
270710;161;1375;1206;9999;1.6;160
270720;66;506;464;2731;1.1;66
270730;242;5053;4805;30810;1.2;241
270740;35;618;593;3214;1.1;35
270750;115;836;722;7365;1.9;112
270760;72;688;639;4687;1.4;71
270770;665;14344;13563;113159;1.6;654
270780;22;414;397;3010;1.4;22
270790;54;880;831;28497;6.4;53
270800;542;2972;2467;22005;1.7;527
270810;89;606;533;3781;1.4;88
270820;34;230;212;1381;1.2;34
270830;169;6519;6331;34138;1;169
270840;126;1579;1465;11956;1.5;124
270850;185;1989;1805;16418;1.7;181
270860;614;13025;12355;125153;1.9;602
270870;54;654;611;4065;1.4;53
270880;296;1917;1635;13504;1.6;294
270890;106;1163;1042;13572;2.4;106
270895;50;572;533;4510;1.6;49
270900;14;238;228;1401;1.1;14
270910;116;786;702;7233;2;116
270915;214;4916;4691;39647;1.6;208
270920;88;1107;1006;7979;1.4;86
270930;804;8172;7409;46657;1.2;783
270940;255;1988;1726;13044;1.6;252
280010;10;278;277;2298;1.6;10
280020;156;1598;1404;11478;1.6;152
280030;13385;199457;183144;3381129;3.3;12590
280040;46;587;543;6292;1.8;45
280050;71;811;736;8963;2.1;70
280060;228;2379;2107;25625;2.3;226
280067;290;1565;1284;14410;2;284
280070;43;445;407;3139;1.5;43
280100;190;1035;831;5758;1.4;189
280110;5;325;325;2847;1.7;5
280120;208;2064;1850;36830;2.9;204
280130;174;2312;2169;19126;1.8;172
280140;167;1916;1733;15973;1.7;163
280150;188;3287;3087;34585;2.1;185
280160;36;416;387;2930;1.4;35
280170;125;738;609;7175;1.7;124
280190;17;230;214;2482;1.6;17
280200;20;403;392;2971;1.4;20
280210;851;8224;7228;95104;2.1;825
280220;26;335;313;2915;1.8;26
280230;161;2032;1881;17376;1.7;159
280240;61;629;576;5962;2;61
280250;22;420;403;4424;2.1;22
280260;38;358;329;2787;1.6;38
280270;69;604;528;4328;1.6;69
280280;97;643;548;7150;2.3;95
280290;1549;10637;8703;73505;1.6;1492
280300;338;2919;2434;23747;1.8;334
280310;43;374;344;2691;1.5;43
280320;265;3884;3630;37019;1.9;263
280330;113;2398;2294;125862;10.1;112
280340;114;2053;1979;15356;1.7;112
280350;1200;8870;7579;75981;1.8;1156
280360;243;5532;5327;117156;4;242
280370;52;507;463;3803;1.6;51
280380;33;459;427;3719;1.5;33
280390;66;648;611;4921;1.5;66
280400;112;1496;1390;17781;2.5;110
280410;80;534;476;4878;2;80
280420;73;656;588;6070;2.1;73
280430;46;637;611;5588;1.7;46
280440;291;2169;1851;17386;1.8;287
280445;52;511;478;5453;1.8;52
280450;382;2712;2299;23910;2;369
280460;184;2693;2461;18419;1.7;183
280470;30;334;305;3384;1.9;30
280480;1221;13553;12082;160433;2.5;1192
280490;62;645;609;7390;1.6;61
280500;11;227;222;4409;3.9;11
280510;58;423;364;2870;1.5;58
280520;30;211;190;3016;1.6;30
280530;69;607;533;6476;2.1;69
280540;163;995;853;11941;2.2;163
280550;272;1390;1211;12431;2.1;268
280560;268;1715;1415;16386;2.2;266
280570;432;3360;2979;27869;1.8;408
280580;118;946;853;12037;2.2;116
280590;55;1228;1189;11542;1.9;53
280600;193;1885;1706;15293;1.7;189
280610;106;1979;1861;39513;4;106
280620;186;1160;1040;10872;1.7;184
280630;38;759;716;9037;1.9;38
280640;71;467;389;3123;1.6;71
280650;18;355;325;2508;1.6;18
280660;68;770;698;7117;2;67
280670;886;12318;11272;161216;2.7;877
280680;85;858;789;5883;1.4;80
280690;17;253;240;1989;1.7;17
280700;21;420;404;4125;1.9;21
280710;349;3582;3263;29419;1.8;343
280720;45;817;771;7336;1.8;45
280730;18;358;343;3067;1.7;18
280740;783;3772;2880;27762;1.8;772
280750;99;724;569;7136;2;98
280760;292;1738;1215;14483;1.9;291
290010;158;634;493;4029;1.6;154
290020;120;827;739;6784;1.8;119
290030;127;703;596;4551;1.5;125
290035;78;388;307;2241;1.4;77
290040;99;751;659;6643;1.9;99
290050;83;480;438;3760;1.6;80
290060;40;315;283;3131;1.6;40
290070;2379;17416;14527;179415;2.3;2309
290080;183;1622;1425;9906;1.4;181
290090;55;376;321;2418;1.4;55
290100;538;3255;2644;20779;1.5;527
290110;239;2944;2643;18609;1.4;233
290115;80;728;657;5280;1.6;80
290120;190;1320;1169;7349;1.3;186
290130;133;937;824;6590;1.5;131
290135;211;2153;1804;35436;3.4;209
290140;67;989;930;8181;1.5;66
290150;28;189;165;964;1.1;28
290160;149;515;358;3648;1.5;147
290170;28;536;520;5363;1.5;28
290180;85;571;503;2879;1.1;84
290190;134;860;741;5658;1.5;134
290195;47;425;387;2383;1.2;47
290200;125;934;851;4800;1.1;125
290205;81;262;193;1436;1.3;77
290210;475;2818;2271;17843;1.5;472
290220;61;620;561;4695;1.3;61
290225;58;656;595;5239;1.5;56
290230;42;345;310;2670;1.2;42
290240;71;662;605;5730;1.5;71
290250;95;548;497;4788;1.5;95
290260;238;1343;816;7478;1.8;236
290265;128;1009;691;5809;1.7;128
290270;384;2620;2322;21387;1.8;380
290280;664;1775;1227;8606;1.4;655
290290;330;1369;1069;16518;2.2;328
290300;193;532;370;2984;1.5;192
290310;52;545;491;4581;1.7;52
290320;3446;20610;16709;192254;2.1;3261
290323;143;681;580;6796;2.2;142
290327;155;1831;1676;23361;2.6;155
290330;36;644;605;4191;1.3;36
290340;258;1468;1217;11053;1.7;256
290350;147;819;638;4854;1.5;147
290360;83;717;647;4308;1.2;82
290370;110;638;528;4969;1.8;109
290380;141;243;136;1057;1.5;138
290390;1559;6701;5098;50770;2;1525
290395;52;353;316;2436;1.4;52
290400;137;659;565;4452;1.5;135
290405;185;670;562;5992;1.4;183
290410;338;1214;964;8324;1.4;337
290420;106;431;333;2490;1.4;106
290430;130;765;623;5659;1.7;127
290440;69;294;250;1685;1.2;67
290450;179;658;533;4293;1.5;178
290460;1589;9127;7194;93762;2.2;1555
290470;173;1224;1028;6609;1.3;166
290475;106;944;869;4951;1.1;105
290480;63;884;828;6497;1.5;63
290485;108;799;723;4625;1.3;107
290490;476;3148;2715;28482;1.9;459
290500;788;2376;1658;12121;1.4;770
290510;55;653;603;4925;1.5;54
290515;97;454;332;2627;1.5;97
290520;877;5105;4245;42190;1.7;864
290530;181;776;664;5403;1.7;179
290540;394;2040;1493;10466;1.4;386
290550;47;557;534;4452;1.4;47
290560;627;3122;2372;21063;1.7;604
290570;4576;71088;66233;1774380;5.1;4402
290580;443;2849;2228;14295;1.3;436
290590;258;1383;1141;8368;1.5;256
290600;1129;4573;3573;42546;2.1;1116
290610;80;608;538;3138;1.1;80
290620;229;953;785;6709;1.7;225
290630;544;2692;1899;14225;1.4;533
290640;46;439;404;2564;1.3;45
290650;1241;18879;17534;290478;3.1;1210
290660;158;926;594;4630;1.5;157
290670;233;1032;793;7860;1.8;228
290680;461;1724;1343;9485;1.4;454
290682;131;750;609;4587;1.5;131
290685;115;630;562;4470;1.5;114
290687;795;2797;1938;14325;1.5;778
290689;51;75;29;234;1.6;50
290690;172;2566;2362;22996;1.6;171
290700;54;416;372;3987;1.9;53
290710;262;1206;985;9047;1.8;259
290720;562;6078;5645;56455;1.6;551
290730;249;2155;1914;17603;1.4;244
290740;30;351;332;2577;1.4;30
290750;681;7875;7009;166819;4.3;669
290755;60;140;97;659;1.4;60
290760;165;871;740;5301;1.4;165
290770;94;452;339;2646;1.5;91
290780;580;2138;1530;15339;1.5;570
290790;202;816;621;6470;1.7;200
290800;385;1794;1355;12349;1.7;380
290810;241;1612;1388;13978;1.7;238
290820;209;1520;1301;9705;1.4;206
290830;175;1388;1190;8801;1.4;172
290840;1172;6582;4602;39230;1.6;1121
290850;769;6157;5133;45309;1.6;752
290860;182;1369;1176;8342;1.4;178
290870;176;951;770;6641;1.7;174
290880;32;339;319;2048;1.3;32
290890;186;1554;1359;7738;1.1;183
290900;92;467;396;2932;1.4;92
290910;186;690;540;4934;1.7;186
290920;105;397;211;1546;1.3;105
290930;549;3262;2760;35568;2.1;538
290940;92;1076;1004;7101;1.4;92
290950;27;331;311;2078;1.3;27
290960;159;1090;956;7826;1.8;158
290970;60;630;578;4225;1.4;60
290980;1283;10507;9028;108448;2.3;1251
290990;454;1879;1617;16220;1.7;450
291000;61;133;76;1017;2.5;61
291005;1795;17652;15280;246738;3.2;1784
291010;122;618;509;5190;1.6;116
291020;21;313;299;2282;1.5;21
291030;49;317;279;1677;1.1;48
291040;187;1368;1179;11474;1.9;185
291050;595;4095;3478;81783;4.1;581
291060;498;4073;3625;41375;2.3;488
291070;810;3108;2141;20364;1.7;797
291072;2411;19461;16661;223868;2.6;2338
291075;176;879;701;6109;1.6;176
291077;74;118;13;101;1.6;73
291080;13652;98685;82243;888219;2.1;13003
291085;228;870;706;5786;1.5;228
291090;80;983;918;7040;1.5;79
291100;85;630;530;6270;1.5;85
291110;349;1393;1031;12597;2.1;343
291120;604;2732;2115;18681;1.6;583
291125;45;288;259;1325;1;45
291130;46;353;321;2057;1.2;46
291140;45;501;465;4824;1.3;45
291150;51;354;297;2316;1.5;51
291160;217;2353;2144;13209;1.3;212
291165;96;533;487;3307;1.3;95
291170;2412;9505;6917;66827;1.9;2359
291180;102;1064;975;9220;1.7;100
291185;142;690;565;3775;1.3;141
291190;244;1678;1436;10085;1.3;238
291200;175;830;671;5339;1.5;169
291210;430;2389;1935;16488;1.6;424
291220;368;2620;2284;21555;1.9;367
291230;233;1618;1382;10615;1.5;231
291240;153;764;622;3985;1.2;150
291250;217;661;501;2761;1.1;215
291260;33;211;188;1601;1.6;33
291270;152;963;807;8648;1.5;146
291280;63;1150;1092;14507;2.2;61
291290;266;1981;1630;13240;1.7;262
291300;173;665;555;5224;1.9;172
291310;168;720;637;1939;0.6;167
291320;841;2202;1458;14327;1.8;831
291330;110;397;337;2194;1.3;110
291340;179;684;543;4950;1.4;179
291345;77;1367;1309;14224;2;77
291350;383;1877;1521;11803;1.5;378
291360;3682;34037;29699;397495;2.8;3542
291370;363;3097;2790;24425;1.3;362
291380;45;672;630;4798;1.4;45
291390;929;5989;4995;45480;2;914
291400;829;4806;4174;36397;1.6;805
291410;147;592;473;3215;1.3;147
291420;39;455;423;3711;1.6;38
291430;88;705;619;3963;1.2;87
291440;183;450;310;4769;2.9;182
291450;238;1794;1525;13692;1.8;234
291460;1761;8726;6666;62473;1.8;1708
291465;302;2262;1977;16621;1.6;297
291470;1063;6717;5543;48299;1.6;1030
291480;5594;38819;31232;364607;2.1;5414
291490;492;3045;2487;22189;1.8;483
291500;90;539;463;5202;1.7;90
291510;80;839;772;7952;1.8;80
291520;110;1392;1285;14469;2;107
291530;74;515;436;4001;1.3;74
291535;51;485;441;3407;1.5;50
291540;69;806;750;4758;1.2;66
291550;195;2183;1937;17164;1.6;193
291560;1262;7269;5772;57765;1.8;1243
291570;47;515;483;3971;1.6;47
291580;342;2398;2031;17140;1.7;339
291590;29;373;348;3417;1.7;29
291600;227;1539;1311;9272;1.3;220
291610;176;1438;1248;13302;1.7;175
291620;86;736;657;4618;1.3;85
291630;90;837;745;6591;1.7;88
291640;1407;17079;15384;142637;1.8;1363
291650;204;1217;1088;13082;1.8;202
291660;65;602;535;4109;1.4;65
291670;44;619;563;4026;1.4;44
291680;308;1610;1267;10529;1.6;304
291685;154;953;795;5451;1.3;153
291690;112;807;690;5587;1.3;111
291700;351;1563;1302;11812;1.6;346
291710;442;3003;2560;22201;1.6;435
291720;234;1347;1063;7685;1.4;229
291730;388;2311;1899;16769;1.7;377
291733;134;548;451;3825;1.6;132
291735;113;884;784;7889;1.9;111
291740;179;646;526;4259;1.5;178
291750;1725;9155;7230;81102;2;1676
291760;683;3198;2310;22544;1.7;663
291770;577;3416;2803;62891;3.9;574
291780;64;706;652;5590;1.5;63
291790;61;874;803;6534;1.5;61
291800;2806;20611;17217;168908;1.9;2724
291810;309;2015;1447;11937;1.7;307
291820;104;646;541;4246;1.6;104
291830;143;894;763;6303;1.5;143
291835;235;948;722;6649;1.7;231
291840;3795;27584;23568;279028;2.2;3684
291845;35;367;330;2191;1.3;34
291850;132;403;324;2202;1.3;130
291855;67;801;723;5608;1.5;65
291860;164;826;630;5807;1.8;161
291870;20;225;208;1742;1.6;20
291875;44;377;348;2885;1.6;43
291880;163;980;798;8786;1.9;159
291890;37;443;418;5561;1.9;37
291900;39;260;243;1797;1.4;39
291905;53;611;559;6455;2.2;52
291910;34;386;363;3208;1.5;34
291915;225;956;795;9182;1.7;221
291920;7000;86654;77660;807714;1.8;6887
291930;247;925;674;5593;1.7;245
291940;308;1010;773;8432;2.1;301
291950;711;3102;2298;17333;1.4;688
291955;1827;10546;8816;109868;2.3;1796
291960;46;390;312;2309;1.5;44
291970;169;1794;1631;13251;1.6;165
291980;693;2258;1667;15936;1.8;685
291990;63;408;373;2104;1.1;63
291992;257;2974;2670;55311;3.7;256
291995;42;354;314;2358;1.5;42
292000;129;968;847;7245;1.6;129
292010;172;799;637;5782;1.5;171
292020;129;626;538;4564;1.6;129
292030;62;577;525;3674;1.4;61
292040;129;857;728;6040;1.6;129
292045;71;674;650;3108;0.9;71
292050;401;1373;948;9506;1.7;395
292060;343;2190;1929;22325;1.9;336
292070;153;1138;957;9027;1.6;151
292080;111;455;378;2581;1.3;110
292090;105;839;722;5289;1.4;105
292100;704;9714;8948;124624;2.4;665
292105;87;451;415;3830;1.7;87
292110;336;2450;2144;23740;2.1;330
292120;383;1758;1472;14136;1.9;380
292130;106;718;618;4669;1.3;104
292140;96;741;655;5098;1.3;95
292145;97;421;381;3815;1.9;97
292150;519;2190;1870;17629;1.8;513
292160;160;326;222;1560;1.3;160
292170;310;1428;1086;13242;1.4;307
292180;213;578;369;3229;1.6;211
292190;179;1164;1023;7483;1.3;175
292200;593;7820;7209;151509;3.9;575
292205;116;678;621;3635;1.1;116
292210;219;1007;854;9068;1.8;213
292220;43;294;230;1943;1.2;43
292225;256;544;355;3619;1.7;256
292230;366;1884;1503;12679;1.5;352
292240;207;1432;1183;10896;1.7;205
292250;407;2803;2369;20148;1.6;400
292260;90;644;569;4917;1.7;90
292265;123;467;392;3429;1.7;122
292270;232;894;653;5283;1.6;232
292273;97;503;450;2262;1.1;95
292275;24;263;241;2261;1.9;24
292280;29;276;243;1569;1.2;29
292285;89;429;370;1301;0.7;86
292290;137;1295;1128;10923;1.8;135
292300;533;4657;4054;48729;2.3;528
292303;109;486;386;2967;1.5;109
292305;87;595;512;3719;1.4;85
292310;191;1156;986;11166;1.9;189
292320;310;1115;924;7936;1.6;309
292330;38;957;924;6721;1.4;37
292335;136;1127;987;6660;1.3;133
292340;271;898;721;9101;1.7;268
292350;116;488;410;2632;1.2;115
292360;334;978;675;5921;1.7;328
292370;358;402;157;1443;1.7;356
292380;458;1179;760;6914;1.8;454
292390;146;837;708;5388;1.6;146
292400;1952;12979;10874;148802;2.6;1859
292405;105;1493;1423;12679;1.7;103
292410;29;346;314;2579;1.5;29
292420;100;602;144;1032;1.3;100
292430;211;817;685;5283;1.5;209
292440;323;2032;1614;9524;1.1;320
292450;181;516;444;5069;1.8;180
292460;222;1102;896;6509;1.3;219
292465;96;488;430;4142;1.5;96
292467;62;388;338;2600;1.5;62
292470;71;376;307;2233;1.4;68
292480;221;1101;902;7500;1.5;217
292490;40;375;344;2062;1.1;39
292500;195;1330;1159;8849;1.4;189
292510;630;2607;2015;20699;2;616
292520;464;7271;6726;148328;4;454
292525;121;1228;1112;7798;1.4;121
292530;3967;22249;17261;165865;1.9;3781
292540;88;1052;962;7949;1.6;88
292550;586;2719;2038;15288;1.5;582
292560;121;684;445;3474;1.5;121
292570;101;390;301;3116;2;101
292575;262;1284;1064;10406;1.7;258
292580;242;1359;1107;8070;1.4;240
292590;251;1047;824;10467;2;246
292593;66;548;490;3452;1.3;65
292595;106;990;905;6899;1.5;104
292600;636;2803;2121;17650;1.5;617
292610;230;1254;1007;7668;1.4;228
292620;101;1149;1045;11530;1.6;99
292630;532;2041;1525;14021;1.5;524
292640;440;1359;968;8054;1.5;433
292650;49;711;655;5018;1.5;48
292660;802;4169;3158;26268;1.7;792
292665;43;448;392;3057;1.5;43
292670;128;640;518;4256;1.6;128
292680;197;752;601;4281;1.4;195
292690;150;632;504;3214;1.2;148
292700;402;2363;2011;17603;1.6;394
292710;106;483;410;3138;1.4;104
292720;285;2076;1796;15801;1.6;272
292730;137;908;773;7111;1.6;134
